Município,2013,2014,2015,2016,2017,2018,2019,2020,2021
411450 MANOEL RIBAS,-,-,1,-,1,-,-,-,-
411460 MARECHAL CANDIDO RONDON,2,1,4,2,-,-,3,1,3
411470 MARIA HELENA,-,1,-,-,-,-,-,-,1
411480 MARIALVA,-,-,1,-,-,-,1,-,-
411490 MARILANDIA DO SUL,-,-,-,-,1,-,-,-,-
411500 MARILENA,1,-,-,-,-,-,-,-,1
411510 MARILUZ,-,-,1,-,-,-,-,-,-
411520 MARINGA,102,112,99,89,99,113,109,75,88
411530 MARIOPOLIS,-,-,1,-,-,-,-,-,-
411535 MARIPA,-,1,-,1,-,-,-,-,-
411540 MARMELEIRO,2,1,-,-,-,-,-,-,-
411550 MARUMBI,-,-,-,-,2,-,-,-,-
411560 MATELANDIA,-,1,-,-,-,1,1,-,2
411570 MATINHOS,3,3,1,2,4,1,-,-,1
411575 MAUA DA SERRA,1,-,3,1,1,-,-,-,-
411580 MEDIANEIRA,4,2,1,6,2,-,1,1,4
411605 MISSAL,1,1,-,-,-,-,-,1,1
411610 MOREIRA SALES,2,-,-,-,-,-,-,-,-
411620 MORRETES,-,-,1,-,-,-,-,-,2
411630 MUNHOZ DE MELO,-,-,-,-,1,-,-,-,-
411670 NOVA AURORA,-,2,-,-,1,-,-,-,-
411680 NOVA CANTU,-,-,-,-,-,2,-,-,-
411695 NOVA ESPERANCA DO SUDOESTE,-,-,-,-,-,1,-,1,-
411700 NOVA FATIMA,-,-,-,-,-,1,-,-,-
411705 NOVA LARANJEIRAS,3,-,-,1,-,-,1,-,-
411710 NOVA LONDRINA,1,-,-,-,-,-,-,-,-
411720 NOVA OLIMPIA,-,-,-,-,-,1,-,-,-
411721 NOVA SANTA BARBARA,-,-,1,-,-,-,-,-,-
411722 NOVA SANTA ROSA,-,-,-,-,-,1,-,-,-
411727 NOVA TEBAS,-,-,-,1,-,-,-,-,1
411729 NOVO ITACOLOMI,-,-,-,-,-,-,-,1,-
411730 ORTIGUEIRA,1,2,1,2,-,1,-,-,1
411745 OURO VERDE DO OESTE,-,-,-,-,-,-,-,1,-
411750 PAICANDU,-,-,-,1,-,-,-,1,-
411760 PALMAS,10,9,6,4,6,5,1,2,2
411770 PALMEIRA,2,1,1,1,-,-,-,1,1
411780 PALMITAL,2,-,1,1,-,-,-,1,-
411790 PALOTINA,3,-,-,1,-,1,1,1,1
411800 PARAISO DO NORTE,1,-,2,-,-,1,-,1,-
411810 PARANACITY,1,1,-,-,1,1,-,-,2
411820 PARANAGUA,12,25,20,19,19,16,20,18,23
411840 PARANAVAI,33,38,16,24,12,18,29,25,24
411850 PATO BRANCO,57,57,54,53,67,58,61,60,64
411860 PAULA FREITAS,-,-,-,-,1,-,-,-,-
411870 PAULO FRONTIN,1,1,-,1,1,-,-,-,-
411880 PEABIRU,1,-,-,-,-,-,-,-,-
411890 PEROLA,-,-,-,-,1,-,-,-,1
411915 PINHAIS,7,1,7,11,9,6,10,7,2
411920 PINHALAO,1,-,-,1,-,-,2,-,-
411930 PINHAO,7,3,3,2,1,-,1,3,1
411940 PIRAI DO SUL,3,3,2,-,-,-,1,-,-
411950 PIRAQUARA,4,3,1,1,-,2,3,-,2
411960 PITANGA,-,-,5,1,2,3,1,-,6
411990 PONTA GROSSA,65,82,68,61,78,84,76,68,55
411995 PONTAL DO PARANA,1,-,1,-,1,1,-,-,-
412000 PORECATU,-,1,2,1,-,1,-,-,-
412010 PORTO AMAZONAS,-,-,-,-,-,1,-,-,-
412015 PORTO BARREIRO,-,-,-,-,1,-,-,-,-
412020 PORTO RICO,-,-,1,-,-,-,-,-,-
412035 PRANCHITA,-,-,1,1,-,-,-,1,1
412050 PRIMEIRO DE MAIO,-,-,-,-,-,-,-,-,1
412060 PRUDENTOPOLIS,3,3,3,3,1,4,2,2,3
412070 QUATIGUA,-,-,-,1,-,-,-,-,1
412080 QUATRO BARRAS,-,-,-,1,-,-,-,-,-
412090 QUEDAS DO IGUACU,4,1,3,3,2,-,4,1,1
412100 QUERENCIA DO NORTE,1,-,-,-,-,-,1,-,-
412110 QUINTA DO SOL,-,-,-,-,1,-,-,-,-
412120 QUITANDINHA,-,2,-,3,-,1,-,-,-
412150 REBOUCAS,-,-,-,-,-,-,1,-,-
412170 RESERVA,1,1,-,1,-,1,-,-,2
412175 RESERVA DO IGUACU,-,-,-,-,-,-,1,-,-
412180 RIBEIRAO CLARO,-,-,-,1,-,-,-,1,1
412190 RIBEIRAO DO PINHAL,-,1,1,1,1,1,1,1,1
412200 RIO AZUL,-,1,2,1,-,-,1,1,-
412215 RIO BONITO DO IGUACU,1,1,-,-,-,-,-,-,-
412220 RIO BRANCO DO SUL,-,1,2,3,-,-,1,1,-
412230 RIO NEGRO,-,-,-,-,1,-,-,-,-
412240 ROLANDIA,4,5,6,-,3,3,3,5,1
412250 RONCADOR,-,1,-,-,1,-,1,1,-
412260 RONDON,-,-,1,-,1,-,-,-,-
412265 ROSARIO DO IVAI,1,-,-,-,1,-,1,-,-
412280 SALGADO FILHO,1,-,-,-,-,-,-,-,-
412300 SALTO DO LONTRA,1,1,-,1,-,-,1,-,1
412310 SANTA AMELIA,-,-,-,-,1,-,-,-,-
412340 SANTA FE,-,-,1,-,-,-,-,-,-
412350 SANTA HELENA,1,2,1,1,1,1,1,-,2
412370 SANTA ISABEL DO IVAI,-,-,-,-,-,-,1,1,-
412380 SANTA IZABEL DO OESTE,-,-,-,-,-,-,1,-,1
412385 SANTA MARIA DO OESTE,-,-,1,-,-,-,-,-,1
412390 SANTA MARIANA,-,-,-,-,-,-,1,-,-
412402 SANTA TEREZA DO OESTE,-,-,-,-,1,1,-,-,1
412405 SANTA TEREZINHA DE ITAIPU,-,-,-,2,-,-,-,1,-
412410 SANTO ANTONIO DA PLATINA,15,17,16,14,16,16,14,18,7
412430 SANTO ANTONIO DO PARAISO,-,-,-,1,-,-,-,-,-
412440 SANTO ANTONIO DO SUDOESTE,2,-,1,-,-,1,-,1,-
412450 SANTO INACIO,-,-,-,-,-,-,-,-,1
412460 SAO CARLOS DO IVAI,-,-,-,-,1,-,-,-,-
412480 SAO JOAO,-,-,1,-,-,-,-,-,-
412500 SAO JOAO DO IVAI,1,-,-,-,-,-,1,-,-
412510 SAO JOAO DO TRIUNFO,-,-,-,-,-,-,1,-,-
412520 SAO JORGE D'OESTE,2,-,2,-,1,-,-,-,1
412535 SAO JORGE DO PATROCINIO,-,-,-,-,1,1,-,-,-
412540 SAO JOSE DA BOA VISTA,-,-,-,-,1,-,-,-,-
412550 SAO JOSE DOS PINHAIS,21,36,20,27,18,24,20,25,15
412560 SAO MATEUS DO SUL,1,5,1,1,1,1,2,4,-
412570 SAO MIGUEL DO IGUACU,1,-,1,-,1,1,-,1,-
412600 SAO SEBASTIAO DA AMOREIRA,1,-,-,1,-,-,-,-,-
412620 SAPOPEMA,-,3,1,-,-,-,-,-,-
412625 SARANDI,4,13,23,17,17,20,24,18,14
412627 SAUDADE DO IGUACU,-,-,-,-,-,-,-,-,1
412630 SENGES,1,2,-,-,-,1,-,1,2
412660 SIQUEIRA CAMPOS,-,-,-,1,-,-,1,-,2
412667 TAMARANA,-,-,-,1,-,-,-,-,-
412680 TAPEJARA,-,1,-,-,1,-,1,-,-
412710 TELEMACO BORBA,5,6,7,5,5,3,9,5,7
412720 TERRA BOA,1,1,-,-,1,1,-,-,-
412730 TERRA RICA,-,-,-,-,1,-,-,-,-
412740 TERRA ROXA,1,-,1,3,-,-,-,1,-
412750 TIBAGI,-,1,2,2,-,1,2,-,-
412760 TIJUCAS DO SUL,1,2,-,-,-,-,1,1,-
412770 TOLEDO,27,37,23,25,40,38,27,22,21
412780 TOMAZINA,-,-,1,-,-,-,-,1,-
412788 TUNAS DO PARANA,-,1,-,-,-,-,-,-,-
412796 TURVO,1,-,-,1,1,1,-,-,-
412800 UBIRATA,1,2,2,1,1,3,-,-,1
412810 UMUARAMA,36,51,61,57,61,65,63,49,37
412820 UNIAO DA VITORIA,17,25,24,20,19,22,18,20,24
412840 URAI,1,-,-,1,-,-,-,-,-
412850 WENCESLAU BRAZ,2,-,-,1,-,1,-,1,1
412853 VENTANIA,1,3,-,1,1,-,-,1,-
412855 VERA CRUZ DO OESTE,-,1,-,-,-,-,-,-,1
412860 VERE,-,-,-,-,-,-,1,-,-
412862 ALTO PARAISO,-,-,-,-,-,-,1,-,-
412880 XAMBRE,1,-,-,-,-,-,-,-,-
420010 ABELARDO LUZ,-,-,-,-,2,-,-,-,2
420040 AGUA DOCE,1,1,-,2,1,-,1,-,1
420070 ALFREDO WAGNER,-,-,2,1,1,1,-,-,-
420080 ANCHIETA,1,-,-,1,-,-,-,-,-
420090 ANGELINA,-,-,-,-,1,-,-,-,-
420100 ANITA GARIBALDI,1,1,-,-,-,-,2,-,1
420120 ANTONIO CARLOS,-,-,-,-,-,-,-,-,1
420125 APIUNA,-,-,-,-,-,1,-,-,-
420130 ARAQUARI,1,-,-,-,-,1,-,1,-
420140 ARARANGUA,11,8,12,14,9,10,17,13,9
420150 ARMAZEM,1,1,-,-,-,-,-,-,-
420170 ASCURRA,1,-,-,-,-,-,-,-,-
420195 BALNEARIO ARROIO DO SILVA,-,-,1,-,-,-,1,1,-
420200 BALNEARIO CAMBORIU,19,30,45,51,40,34,30,29,36
420207 BALNEARIO GAIVOTA,-,-,-,-,1,-,-,-,-
420210 BARRA VELHA,-,1,-,1,-,1,-,1,-
420230 BIGUACU,-,1,-,-,-,1,2,1,1
420240 BLUMENAU,78,85,83,65,99,93,90,73,91
420245 BOMBINHAS,-,1,-,-,-,-,1,-,-
420250 BOM JARDIM DA SERRA,-,-,-,-,-,-,-,-,2
420260 BOM RETIRO,1,2,1,1,-,1,-,-,-
420280 BRACO DO NORTE,-,-,3,3,5,2,1,4,1
420285 BRACO DO TROMBUDO,1,-,-,-,-,-,-,-,-
420290 BRUSQUE,6,11,15,6,7,9,11,7,12
420300 CACADOR,8,8,9,10,11,15,5,6,9
420320 CAMBORIU,1,4,1,-,-,-,-,1,1
420330 CAMPO ALEGRE,-,-,-,-,1,-,-,-,-
420340 CAMPO BELO DO SUL,1,-,-,-,-,1,1,-,-
420350 CAMPO ERE,2,-,3,2,1,-,2,-,-
420360 CAMPOS NOVOS,1,3,6,5,1,1,4,-,3
420370 CANELINHA,-,-,1,-,-,-,-,1,-
420380 CANOINHAS,4,1,5,3,2,2,1,4,1
420390 CAPINZAL,1,2,3,1,4,1,-,-,4
420400 CATANDUVAS,-,-,-,1,1,-,-,-,-
420410 CAXAMBU DO SUL,-,-,-,-,-,-,1,-,-
420415 CELSO RAMOS,-,-,-,-,-,1,-,-,-
420420 CHAPECO,64,33,57,79,77,63,68,67,91
420430 CONCORDIA,20,24,15,13,25,17,26,20,21
420440 CORONEL FREITAS,-,1,-,-,-,-,-,-,-
420450 CORUPA,1,-,1,1,-,-,-,-,-
420455 CORREIA PINTO,1,1,-,-,-,-,-,-,-
420460 CRICIUMA,36,39,39,28,34,28,24,53,39
420470 CUNHA PORA,3,-,-,-,2,-,-,-,-
420480 CURITIBANOS,27,28,17,37,21,22,26,23,20
420500 DIONISIO CERQUEIRA,1,2,2,-,-,3,1,-,-
420510 DONA EMMA,-,-,-,-,-,-,1,-,-
420515 DOUTOR PEDRINHO,-,-,-,-,-,1,-,-,-
420520 ERVAL VELHO,-,-,-,1,-,-,-,-,-
420530 FAXINAL DOS GUEDES,-,-,-,-,1,-,1,-,-
420535 FLOR DO SERTAO,-,-,1,-,-,-,-,-,-
420540 FLORIANOPOLIS,107,122,118,100,107,117,103,113,91
420545 FORQUILHINHA,-,-,-,-,-,3,-,1,-
420550 FRAIBURGO,2,3,-,3,2,1,1,1,2
420570 GAROPABA,-,-,-,-,1,2,-,-,-
420580 GARUVA,-,-,-,-,-,-,-,1,1
420590 GASPAR,6,3,2,4,-,2,4,2,2
420620 GRAVATAL,-,-,-,-,1,-,-,-,-
420630 GUABIRUBA,1,-,1,-,-,-,-,-,-
420640 GUARACIABA,1,-,1,-,-,1,-,-,-
420650 GUARAMIRIM,-,-,-,1,1,-,-,1,-
420675 IBIAM,-,-,-,1,-,-,-,-,-
420690 IBIRAMA,1,1,1,-,2,1,-,1,1
420700 ICARA,3,1,2,-,8,4,1,-,1
420720 IMARUI,-,-,-,-,-,-,-,-,1
420730 IMBITUBA,4,5,5,-,2,3,2,4,1
420750 INDAIAL,4,8,4,4,-,2,2,2,2
420765 IPORA DO OESTE,-,1,-,-,-,-,-,-,-
420768 IPUACU,-,-,1,-,-,1,-,-,-
420780 IRANI,-,1,-,-,-,-,-,1,-
420790 IRINEOPOLIS,1,1,1,-,1,-,-,-,-
420800 ITA,-,-,-,-,-,-,-,1,-
420810 ITAIOPOLIS,-,3,1,1,1,-,-,-,1
420820 ITAJAI,52,48,48,33,44,61,54,58,37
420830 ITAPEMA,2,3,1,-,2,-,1,2,1
420840 ITAPIRANGA,-,2,1,-,-,-,-,1,-
420845 ITAPOA,1,-,2,-,1,1,1,-,1
420850 ITUPORANGA,-,2,2,1,1,2,4,-,-
420870 JACINTO MACHADO,1,-,-,-,-,-,-,-,-
420880 JAGUARUNA,-,-,1,1,-,2,-,1,-
420890 JARAGUA DO SUL,42,26,31,24,30,34,26,40,20
420900 JOACABA,8,3,8,5,4,3,5,5,8
420910 JOINVILLE,92,122,126,86,127,127,120,125,128
420930 LAGES,76,72,58,59,57,55,63,62,57
420940 LAGUNA,1,1,2,-,-,2,-,-,-
420950 LAURENTINO,-,-,-,1,-,-,-,-,-
420960 LAURO MULLER,-,-,-,-,1,-,-,-,1
420970 LEBON REGIS,1,1,-,1,-,-,-,-,-
421000 LUIZ ALVES,-,-,-,-,-,-,-,1,1
421005 MACIEIRA,-,-,-,-,-,-,-,1,-
421010 MAFRA,17,20,18,11,13,20,24,23,16
421040 MARACAJA,1,-,-,-,-,-,-,-,-
421050 MARAVILHA,3,-,1,2,-,3,3,1,1
421060 MASSARANDUBA,-,-,-,-,-,1,-,-,-
421080 MELEIRO,-,1,-,-,-,-,-,-,-
421090 MODELO,-,-,-,1,-,-,1,-,-
421100 MONDAI,-,-,-,-,-,-,1,-,-
421110 MONTE CASTELO,-,-,1,-,2,1,-,-,-
421120 MORRO DA FUMACA,-,-,1,-,-,-,-,-,1
421130 NAVEGANTES,5,3,7,1,4,3,2,4,3
421140 NOVA ERECHIM,-,-,-,-,-,1,-,1,-
421150 NOVA TRENTO,-,-,-,-,1,2,-,-,-
421160 NOVA VENEZA,-,1,1,1,-,1,-,-,-
421170 ORLEANS,-,3,-,1,-,-,-,-,3
421175 OTACILIO COSTA,1,-,1,1,1,-,-,-,-
421189 PAINEL,-,-,-,-,-,-,-,-,1
421190 PALHOCA,2,3,1,-,3,1,2,-,3
421200 PALMA SOLA,2,3,-,-,1,-,-,-,1
421210 PALMITOS,2,-,-,1,-,-,1,1,-
421220 PAPANDUVA,2,1,3,1,1,-,-,1,-
421227 PASSOS MAIA,1,-,-,-,-,-,-,-,-
421250 PENHA,-,-,-,-,-,1,-,2,-
421280 BALNEARIO PICARRAS,-,-,-,1,-,-,-,-,1
421290 PINHALZINHO,-,3,2,2,1,-,1,-,-
421315 PLANALTO ALEGRE,-,-,-,-,-,-,-,-,1
421320 POMERODE,1,3,3,2,1,1,1,-,-
421340 PONTE SERRADA,1,3,-,-,-,1,-,-,-
421360 PORTO UNIAO,-,1,1,1,-,-,1,1,1
421370 POUSO REDONDO,-,-,1,-,1,1,-,-,-
421400 PRESIDENTE GETULIO,1,-,-,1,-,-,1,-,1
421420 QUILOMBO,-,1,2,1,-,2,-,-,-
421430 RANCHO QUEIMADO,1,-,-,-,-,-,-,-,-
421440 RIO DAS ANTAS,-,-,-,-,-,-,-,-,2
421450 RIO DO CAMPO,-,-,1,1,-,-,-,-,-
421470 RIO DOS CEDROS,-,-,-,-,-,-,-,1,1
421480 RIO DO SUL,37,29,19,16,35,12,15,25,31
421500 RIO NEGRINHO,2,2,3,3,-,3,8,-,-
421507 RIQUEZA,-,-,-,-,-,-,1,-,-
421530 SALETE,2,-,-,-,-,-,-,-,-
421540 SALTO VELOSO,-,-,-,-,-,-,1,1,1
421550 SANTA CECILIA,2,1,2,4,-,1,3,1,5
421560 SANTA ROSA DE LIMA,-,1,-,-,-,-,-,-,-
421570 SANTO AMARO DA IMPERATRIZ,-,-,-,-,-,2,1,-,-
421580 SAO BENTO DO SUL,7,5,7,4,4,4,4,3,3
421590 SAO BONIFACIO,-,-,-,-,-,-,-,1,-
421600 SAO CARLOS,1,1,-,-,1,-,-,-,-
421605 SAO CRISTOVAO DO SUL,-,-,-,1,-,-,-,-,-
421610 SAO DOMINGOS,-,-,-,-,-,-,-,-,1
421620 SAO FRANCISCO DO SUL,-,1,3,1,2,1,1,2,-
421625 SAO JOAO DO OESTE,1,-,-,-,-,-,1,-,-
421630 SAO JOAO BATISTA,-,2,1,1,2,-,1,3,1
421650 SAO JOAQUIM,-,-,1,2,5,3,5,2,1
421660 SAO JOSE,22,21,38,24,35,21,28,19,26
421680 SAO JOSE DO CERRITO,-,1,-,-,-,-,1,1,-
421690 SAO LOURENCO DO OESTE,2,2,1,2,1,-,-,-,-
421710 SAO MARTINHO,-,2,-,-,-,-,-,-,-
421720 SAO MIGUEL DO OESTE,6,7,6,2,7,8,7,2,5
421730 SAUDADES,1,1,-,-,-,-,-,-,-
421750 SEARA,-,-,1,-,-,-,-,1,-
421770 SOMBRIO,-,1,-,1,-,1,2,-,1
421780 TAIO,1,1,-,-,-,1,-,-,1
421790 TANGARA,1,-,-,1,-,-,-,-,-
421800 TIJUCAS,-,-,-,-,1,1,1,2,-
421810 TIMBE DO SUL,-,-,-,1,-,-,-,-,-
421820 TIMBO,1,-,4,4,3,5,6,1,-
421825 TIMBO GRANDE,-,1,1,-,-,2,1,-,-
421830 TRES BARRAS,-,-,1,1,1,1,-,-,3
421840 TREZE DE MAIO,-,-,-,-,-,1,-,-,-
421870 TUBARAO,36,30,38,34,39,51,55,35,28
421875 TUNAPOLIS,1,-,-,-,-,-,-,-,-
421880 TURVO,-,1,-,-,1,1,-,-,-
421890 URUBICI,1,1,-,1,1,2,-,-,-
421900 URUSSANGA,1,1,-,-,-,-,-,-,1
421915 VARGEM,-,-,-,-,1,1,-,-,-
421917 VARGEM BONITA,-,-,-,-,-,1,-,-,-
421930 VIDEIRA,5,6,4,5,4,5,2,5,2
421950 XANXERE,25,20,16,18,20,18,23,21,14
421970 XAXIM,-,3,2,1,-,-,5,2,-
422000 BALNEARIO RINCAO,-,-,-,-,-,-,1,-,-
430003 ACEGUA,-,-,-,-,-,-,-,1,-
430010 AGUDO,2,1,1,-,-,-,-,-,-
430040 ALEGRETE,13,13,10,16,15,11,15,11,15
430050 ALPESTRE,1,-,-,-,-,1,-,-,-
430060 ALVORADA,23,21,25,36,25,29,23,28,19
430063 AMARAL FERRADOR,-,-,1,-,-,-,-,-,-
430080 ANTONIO PRADO,1,-,-,1,2,-,-,1,-
430090 ARATIBA,-,-,-,-,-,-,1,-,-
430100 ARROIO DO MEIO,1,1,-,-,1,-,3,2,-
430105 ARROIO DO SAL,-,-,-,1,-,-,-,-,-
430107 ARROIO DO PADRE,-,-,1,-,-,-,-,-,1
430110 ARROIO DOS RATOS,-,-,1,1,-,-,-,-,-
430120 ARROIO DO TIGRE,1,-,-,1,-,1,1,1,1
430130 ARROIO GRANDE,-,-,2,-,1,-,-,-,1
430140 ARVOREZINHA,-,-,2,-,-,1,-,-,-
430150 AUGUSTO PESTANA,-,-,-,1,-,1,-,-,-
430160 BAGE,34,27,39,32,34,31,41,24,24
430163 BALNEARIO PINHAL,1,-,-,-,-,-,-,-,-
430180 BARRACAO,-,-,1,-,-,-,-,-,-
430190 BARRA DO RIBEIRO,1,-,1,-,-,-,-,1,-
430200 BARROS CASSAL,-,-,-,1,-,-,-,-,-
430210 BENTO GONCALVES,16,18,25,7,27,20,16,18,12
430230 BOM JESUS,-,-,1,-,1,1,-,1,1
430235 BOM PRINCIPIO,1,2,-,-,-,-,-,-,-
430240 BOM RETIRO DO SUL,1,-,-,-,1,-,-,-,-
430245 BOQUEIRAO DO LEAO,1,1,1,-,1,2,-,-,-
430270 BUTIA,-,1,-,-,-,1,-,-,-
430280 CACAPAVA DO SUL,3,2,4,2,2,2,4,3,2
430290 CACEQUI,1,-,1,-,-,-,-,1,1
430300 CACHOEIRA DO SUL,8,9,12,12,13,15,14,6,7
430310 CACHOEIRINHA,15,14,24,22,22,16,15,11,12
430330 CAIBATE,-,1,-,-,-,-,-,-,-
430350 CAMAQUA,8,5,4,3,6,4,5,2,1
430360 CAMBARA DO SUL,-,1,-,-,-,-,-,-,-
430390 CAMPO BOM,3,5,-,1,2,1,3,-,-
430400 CAMPO NOVO,-,-,-,-,-,1,-,-,-
430420 CANDELARIA,4,4,2,2,1,-,1,3,1
430430 CANDIDO GODOI,-,1,-,-,-,-,-,-,-
430440 CANELA,1,-,-,1,1,2,4,3,1
430450 CANGUCU,3,-,1,2,1,1,2,1,-
430460 CANOAS,44,69,51,47,45,50,43,36,43
430463 CAPAO DA CANOA,6,4,5,5,8,4,4,4,3
430465 CAPAO DO CIPO,-,-,-,-,-,1,-,-,-
430466 CAPAO DO LEAO,2,-,2,1,-,-,1,-,1
430468 CAPELA DE SANTANA,-,-,1,-,-,-,-,-,-
430470 CARAZINHO,5,4,5,2,3,5,5,4,-
430471 CARAA,-,-,-,1,-,-,-,-,-
430480 CARLOS BARBOSA,1,1,-,-,-,1,1,-,1
430490 CASCA,-,-,-,-,1,1,-,-,1
430495 CASEIROS,-,1,-,1,-,-,-,-,-
430510 CAXIAS DO SUL,107,119,91,94,74,94,89,73,81
430520 CERRO LARGO,-,-,-,2,-,1,1,-,-
430535 CHARQUEADAS,-,1,-,1,-,-,-,-,-
430544 CHUVISCA,-,-,-,1,-,-,-,1,-
430545 CIDREIRA,-,-,-,1,-,-,-,-,-
430550 CIRIACO,-,1,-,-,-,-,-,-,-
430560 COLORADO,-,-,1,-,-,-,-,-,-
430580 CONSTANTINA,2,-,-,-,-,-,-,-,-
430583 COQUEIRO BAIXO,-,-,-,-,1,-,-,-,-
430595 COTIPORA,1,-,-,-,-,-,-,-,-
430600 CRISSIUMAL,1,1,2,1,-,2,2,1,-
430605 CRISTAL,-,1,1,-,1,-,-,-,-
430610 CRUZ ALTA,10,7,6,4,4,4,6,5,4
430620 CRUZEIRO DO SUL,-,-,-,-,1,-,-,-,-
430630 DAVID CANABARRO,-,1,1,1,-,-,-,-,-
430640 DOIS IRMAOS,-,-,-,2,-,1,-,1,-
430645 DOIS LAJEADOS,-,-,2,-,-,-,-,-,-
430660 DOM PEDRITO,1,2,2,2,-,-,1,3,3
430676 ELDORADO DO SUL,-,2,-,1,-,1,-,1,-
430680 ENCANTADO,-,2,1,-,1,-,2,1,3
430690 ENCRUZILHADA DO SUL,4,-,1,1,1,2,2,1,2
430693 ENTRE-IJUIS,-,-,-,1,-,-,-,-,-
430700 ERECHIM,24,38,19,16,16,16,26,20,19
430730 ERVAL SECO,-,-,-,-,-,-,-,1,-
430750 ESPUMOSO,1,3,-,-,1,3,-,2,1
430755 ESTACAO,-,-,1,-,-,-,-,-,-
430760 ESTANCIA VELHA,1,-,-,1,4,-,2,1,1
430770 ESTEIO,6,10,6,10,9,6,9,5,8
430780 ESTRELA,21,22,7,13,11,13,18,12,7
430781 ESTRELA VELHA,-,-,-,1,-,1,-,-,-
430790 FARROUPILHA,1,-,1,-,-,1,3,1,1
430807 FAZENDA VILANOVA,-,-,-,-,-,-,1,-,-
430810 FELIZ,-,-,-,-,-,-,-,1,-
430820 FLORES DA CUNHA,-,-,-,-,1,-,1,1,-
430830 FONTOURA XAVIER,-,-,1,-,-,-,-,-,-
430850 FREDERICO WESTPHALEN,5,1,1,4,2,1,3,-,1
430860 GARIBALDI,-,-,1,2,1,1,1,-,4
430870 GAURAMA,-,1,-,-,-,-,-,-,-
430880 GENERAL CAMARA,-,-,1,-,-,-,-,-,-
430890 GETULIO VARGAS,-,1,-,1,1,-,-,2,1
430900 GIRUA,-,1,-,1,-,-,-,-,-
430910 GRAMADO,1,2,1,1,3,1,2,2,-
430912 GRAMADO DOS LOUREIROS,1,-,-,-,-,-,-,-,-
430920 GRAVATAI,7,8,5,12,7,7,10,3,6
430930 GUAIBA,1,3,-,-,1,2,1,3,3
430940 GUAPORE,2,1,3,1,1,1,2,-,1
430950 GUARANI DAS MISSOES,-,-,-,-,-,-,2,-,-
430955 HARMONIA,-,1,-,-,1,-,-,-,-
430957 HERVEIRAS,-,-,-,-,1,-,-,-,-
430960 HORIZONTINA,-,2,-,-,-,-,-,1,-
431000 IBIRUBA,2,1,1,-,2,1,1,1,-
431010 IGREJINHA,1,1,1,-,2,-,-,2,4
431020 IJUI,18,22,21,23,20,10,13,14,25
431030 ILOPOLIS,-,-,-,-,-,-,2,-,-
431033 IMBE,-,-,-,-,-,1,-,-,1
431050 IRAI,2,-,1,-,-,-,1,-,-
431060 ITAQUI,1,6,6,1,4,2,5,2,2
431080 IVOTI,-,2,1,1,1,-,-,-,1
431100 JAGUARAO,2,1,-,1,4,1,2,1,3
431110 JAGUARI,-,-,2,-,-,-,1,-,-
431112 JAQUIRANA,-,-,-,1,-,-,-,-,-
431115 JOIA,1,1,1,-,-,-,-,-,-
431120 JULIO DE CASTILHOS,1,1,-,-,1,-,-,-,-
431125 LAGOAO,-,1,-,-,-,-,-,-,1
431130 LAGOA VERMELHA,5,1,4,3,1,1,3,-,3
431140 LAJEADO,10,15,19,12,14,16,9,7,13
431150 LAVRAS DO SUL,-,-,-,-,-,-,1,1,-
431175 MANOEL VIANA,-,-,-,-,-,-,-,1,-
431180 MARAU,2,2,1,3,-,1,2,3,4
431198 MARIANA PIMENTEL,-,-,-,-,-,-,-,1,-
431220 MAXIMILIANO DE ALMEIDA,-,-,1,-,-,-,-,-,-
431225 MINAS DO LEAO,-,1,-,-,-,-,-,-,-
431230 MIRAGUAI,1,-,-,-,-,-,-,-,-
431240 MONTENEGRO,7,5,8,7,10,7,3,5,4
431250 MOSTARDAS,-,-,-,1,-,-,-,-,-
431265 NAO-ME-TOQUE,2,1,3,2,1,-,-,-,-
431270 NONOAI,-,-,1,-,2,-,2,1,-
431290 NOVA BASSANO,-,1,-,-,-,-,-,-,-
431300 NOVA BRESCIA,-,1,-,-,-,-,-,-,-
431320 NOVA PETROPOLIS,-,-,-,-,-,-,-,1,-
431330 NOVA PRATA,2,-,2,2,-,1,-,-,-
431337 NOVA SANTA RITA,1,1,-,-,-,-,-,1,1
431340 NOVO HAMBURGO,48,50,59,45,53,28,36,31,32
431350 OSORIO,-,-,5,4,1,1,3,2,3
431365 PALMARES DO SUL,-,-,-,-,-,-,-,-,1
431370 PALMEIRA DAS MISSOES,6,3,2,2,3,3,3,1,1
431380 PALMITINHO,-,-,1,1,-,-,-,-,-
431390 PANAMBI,1,2,1,-,-,2,2,1,2
431395 PANTANO GRANDE,-,-,-,-,-,1,-,-,-
431400 PARAI,1,-,-,-,-,-,-,-,-
431405 PAROBE,5,2,6,2,5,3,4,9,7
431407 PASSO DO SOBRADO,-,-,-,-,-,-,-,-,1
431410 PASSO FUNDO,93,84,81,72,93,78,84,67,70
431415 PAVERAMA,-,-,-,-,-,-,1,-,-
431440 PELOTAS,70,77,80,95,64,85,60,44,50
431445 PINHAL,1,-,-,-,-,-,-,-,-
431450 PINHEIRO MACHADO,-,-,1,-,-,1,1,1,-
431460 PIRATINI,-,2,-,-,1,1,1,-,-
431470 PLANALTO,-,1,1,-,-,-,-,-,-
431480 PORTAO,-,1,-,-,-,-,1,-,1
431490 PORTO ALEGRE,479,479,514,465,477,416,454,378,367
