Município,Menor de 10 anos,10 a 14 anos,15 a 19 anos,20 a 24 anos,25 a 29 anos,30 a 34 anos,35 a 39 anos,40 a 44 anos,45 a 49 anos,50 a 54 anos,55 a 59 anos,60 a 64 anos,Idade ignorada,Total
421830 TRES BARRAS,-,1,8,2,1,3,2,-,-,-,-,-,3,20
421850 TREZE TILIAS,-,-,-,-,-,-,1,-,-,-,-,-,-,1
421860 TROMBUDO CENTRAL,-,-,-,-,-,-,1,-,-,-,-,-,-,1
421870 TUBARAO,-,-,25,50,43,48,21,6,-,-,-,-,16,209
421880 TURVO,-,-,1,-,2,2,1,-,-,-,-,-,3,9
421885 UNIAO DO OESTE,-,-,1,-,-,-,-,-,-,-,-,-,-,1
421890 URUBICI,-,-,1,-,-,1,1,-,-,-,-,-,-,3
421900 URUSSANGA,-,-,2,1,1,-,-,-,-,-,-,-,1,5
421910 VARGEAO,-,-,-,1,-,-,-,-,-,-,-,-,-,1
421920 VIDAL RAMOS,-,-,-,-,-,1,-,-,-,-,-,-,-,1
421930 VIDEIRA,-,-,8,9,13,9,6,2,-,-,-,-,7,54
421935 VITOR MEIRELES,-,-,-,-,1,-,-,-,-,-,-,-,-,1
421950 XANXERE,-,1,37,42,43,28,17,4,-,-,-,-,10,182
421970 XAXIM,-,-,1,3,5,6,1,-,1,-,-,-,-,17
430003 ACEGUA,-,-,-,-,1,-,-,-,-,-,-,-,-,1
430010 AGUDO,-,-,-,1,-,-,-,1,-,-,-,-,-,2
430020 AJURICABA,-,-,-,-,-,1,-,-,-,-,-,-,-,1
430040 ALEGRETE,-,-,12,11,12,21,9,2,-,-,-,-,1,68
430045 ALEGRIA,-,-,-,-,-,1,-,-,-,-,-,-,-,1
430050 ALPESTRE,-,-,-,-,-,1,-,-,1,-,-,-,-,2
430060 ALVORADA,-,1,20,53,24,31,21,5,-,-,-,-,1,156
430063 AMARAL FERRADOR,-,-,-,-,-,-,1,1,-,-,-,-,-,2
430070 ANTA GORDA,-,-,-,-,1,-,-,-,-,-,-,-,1,2
430080 ANTONIO PRADO,-,-,2,4,2,1,2,1,-,-,-,-,2,14
430090 ARATIBA,-,-,-,-,-,1,-,-,-,-,-,-,-,1
430100 ARROIO DO MEIO,-,-,-,2,1,3,1,1,-,-,-,-,3,11
430110 ARROIO DOS RATOS,-,-,-,-,-,-,-,-,-,-,-,-,1,1
430120 ARROIO DO TIGRE,-,-,1,1,1,1,5,-,-,-,-,-,-,9
430130 ARROIO GRANDE,-,-,-,-,-,1,-,-,-,-,-,-,-,1
430140 ARVOREZINHA,-,-,-,2,-,-,-,-,-,-,-,-,-,2
430155 AUREA,-,-,1,-,-,-,-,-,-,-,-,-,-,1
430160 BAGE,-,2,17,37,27,45,22,6,-,-,-,-,10,166
430163 BALNEARIO PINHAL,-,-,-,-,-,1,-,-,-,-,-,-,-,1
430190 BARRA DO RIBEIRO,-,-,-,-,-,-,-,1,-,-,-,-,1,2
430200 BARROS CASSAL,-,-,1,-,-,-,-,-,-,-,-,-,1,2
430210 BENTO GONCALVES,-,-,15,23,30,29,18,8,1,-,-,-,-,124
430215 BOA VISTA DAS MISSOES,-,-,-,-,-,-,-,-,-,-,-,-,1,1
430230 BOM JESUS,-,-,-,-,-,1,1,-,-,-,-,-,3,5
430235 BOM PRINCIPIO,-,-,-,1,-,-,-,2,-,-,-,-,-,3
430240 BOM RETIRO DO SUL,-,-,1,-,1,1,2,-,-,-,-,-,3,8
430245 BOQUEIRAO DO LEAO,-,-,-,5,-,-,2,-,1,-,-,-,1,9
430250 BOSSOROCA,-,-,-,-,-,-,1,-,-,-,-,-,-,1
430280 CACAPAVA DO SUL,-,-,7,11,10,11,2,5,-,-,-,-,-,46
430290 CACEQUI,-,-,-,1,-,-,-,-,-,-,-,-,-,1
430300 CACHOEIRA DO SUL,-,1,12,17,21,13,15,6,-,-,-,-,1,86
430310 CACHOEIRINHA,-,1,18,22,22,16,16,6,-,-,-,-,4,105
430320 CACIQUE DOBLE,-,-,-,1,-,-,-,-,-,-,-,-,-,1
430330 CAIBATE,-,-,-,-,1,1,-,-,-,-,-,-,-,2
430340 CAICARA,-,-,-,-,-,-,-,-,-,-,-,-,1,1
430350 CAMAQUA,-,2,15,25,11,13,9,4,-,-,-,-,2,81
430370 CAMPINA DAS MISSOES,-,-,-,-,1,-,-,-,-,-,-,-,-,1
430380 CAMPINAS DO SUL,-,-,-,-,1,-,-,-,-,-,-,-,-,1
430390 CAMPO BOM,-,-,6,7,5,3,6,2,1,-,-,-,-,30
430420 CANDELARIA,-,-,1,5,2,4,5,2,-,-,-,-,9,28
430430 CANDIDO GODOI,-,-,1,-,-,2,-,-,-,-,-,-,-,3
430440 CANELA,-,1,11,8,6,6,3,-,-,-,-,-,-,35
430450 CANGUCU,-,2,9,10,6,10,8,5,1,-,-,-,8,59
430460 CANOAS,-,1,59,77,60,62,32,18,-,-,-,-,7,316
430463 CAPAO DA CANOA,-,-,7,18,16,10,6,8,-,-,-,-,12,77
430466 CAPAO DO LEAO,-,-,-,1,2,-,-,1,-,-,-,-,1,5
430470 CARAZINHO,-,1,9,19,9,10,4,1,-,-,-,-,17,70
430471 CARAA,-,-,-,-,-,-,-,-,-,-,-,-,1,1
430480 CARLOS BARBOSA,-,-,-,-,-,1,1,1,-,-,-,-,1,4
430490 CASCA,-,-,1,-,-,1,-,-,1,-,-,-,5,8
430510 CAXIAS DO SUL,-,3,54,71,82,71,67,22,-,-,-,-,43,413
430520 CERRO LARGO,-,-,-,1,-,1,-,1,-,-,-,-,-,3
430535 CHARQUEADAS,-,-,-,-,-,1,-,-,-,-,-,-,-,1
430540 CHIAPETTA,-,-,-,-,2,-,-,-,-,-,-,-,1,3
430570 CONDOR,-,-,1,-,1,-,-,-,-,-,-,-,-,2
430580 CONSTANTINA,-,-,-,-,-,1,-,-,-,-,-,-,1,2
430600 CRISSIUMAL,-,-,-,3,1,1,1,-,-,-,-,-,-,6
430607 CRISTAL DO SUL,-,-,-,-,1,-,-,-,-,-,-,-,-,1
430610 CRUZ ALTA,-,1,8,19,9,9,9,2,-,-,-,-,14,71
430620 CRUZEIRO DO SUL,-,-,-,1,-,-,-,-,-,-,-,-,-,1
430630 DAVID CANABARRO,-,-,1,1,-,-,1,-,-,-,-,-,-,3
430632 DERRUBADAS,-,-,-,-,-,-,-,-,-,-,-,-,1,1
430640 DOIS IRMAOS,-,-,-,3,3,3,3,1,-,-,-,-,4,17
430650 DOM FELICIANO,-,-,-,-,-,-,-,-,-,-,-,-,1,1
430660 DOM PEDRITO,-,-,9,7,6,3,2,-,-,-,-,-,1,28
430676 ELDORADO DO SUL,-,-,1,-,1,-,-,-,-,-,-,-,-,2
430680 ENCANTADO,-,-,2,6,2,2,3,1,-,-,-,-,7,23
430690 ENCRUZILHADA DO SUL,-,1,4,3,1,2,1,1,-,-,-,-,3,16
430700 ERECHIM,-,1,14,16,25,30,21,5,1,-,-,-,8,121
430710 HERVAL,-,-,-,-,-,2,-,-,-,-,-,-,-,2
430730 ERVAL SECO,-,-,-,-,-,-,-,-,-,-,-,-,1,1
430750 ESPUMOSO,-,-,1,2,3,2,1,-,-,-,-,-,8,17
430755 ESTACAO,-,-,-,2,-,1,1,-,-,-,-,-,1,5
430760 ESTANCIA VELHA,-,1,1,5,4,3,3,2,-,-,-,-,2,21
430770 ESTEIO,-,1,9,7,14,11,6,1,-,-,-,-,4,53
430780 ESTRELA,-,-,5,9,9,4,10,1,-,-,-,-,2,40
430790 FARROUPILHA,-,1,3,9,7,6,6,3,-,-,-,-,4,39
430800 FAXINAL DO SOTURNO,-,-,-,-,1,-,-,-,-,-,-,-,-,1
430810 FELIZ,-,-,1,-,-,1,-,-,-,-,-,-,1,3
430820 FLORES DA CUNHA,-,-,1,3,1,1,3,-,-,-,-,-,2,11
430830 FONTOURA XAVIER,-,-,-,1,-,-,1,-,-,-,-,-,1,3
430840 FORMIGUEIRO,-,-,-,-,-,-,1,-,-,-,-,-,-,1
430850 FREDERICO WESTPHALEN,-,1,8,7,6,7,7,2,-,-,-,-,6,44
430860 GARIBALDI,-,-,3,3,5,4,2,1,-,-,-,-,2,20
430885 GENTIL,-,-,-,-,-,-,-,1,-,-,-,-,-,1
430890 GETULIO VARGAS,-,-,1,3,4,2,2,-,-,-,-,-,-,12
430900 GIRUA,-,-,-,-,1,1,-,-,-,-,-,-,-,2
430910 GRAMADO,-,1,3,5,10,6,4,3,-,-,-,-,5,37
430915 GRAMADO XAVIER,-,-,-,-,1,-,-,-,-,-,-,-,-,1
430920 GRAVATAI,-,-,19,31,24,19,16,5,1,-,-,-,30,145
430930 GUAIBA,-,-,-,1,-,1,1,1,-,-,-,-,-,4
430940 GUAPORE,-,-,1,2,5,2,3,-,-,-,-,-,-,13
430950 GUARANI DAS MISSOES,-,-,1,-,-,1,-,-,-,-,-,-,-,2
430960 HORIZONTINA,-,-,4,3,3,1,4,1,-,-,-,-,-,16
430975 IBARAMA,-,-,-,-,-,1,-,-,-,-,-,-,-,1
430990 IBIRAIARAS,-,-,-,-,-,1,-,-,-,-,-,-,1,2
431000 IBIRUBA,-,-,-,3,-,2,1,-,-,-,-,-,5,11
431010 IGREJINHA,-,-,2,2,6,5,5,1,1,-,-,-,3,25
431020 IJUI,-,2,12,9,28,19,12,2,1,-,-,-,4,89
431040 INDEPENDENCIA,-,-,-,-,-,-,-,1,-,-,-,-,-,1
431050 IRAI,-,-,-,1,-,1,-,-,-,-,-,-,1,3
431053 ITAARA,-,-,-,1,-,-,-,-,-,-,-,-,-,1
431055 ITACURUBI,-,-,-,-,-,-,1,-,-,-,-,-,-,1
431060 ITAQUI,-,1,10,11,10,7,8,2,1,-,-,-,5,55
431065 ITATI,-,-,-,1,-,-,-,-,-,-,-,-,-,1
431080 IVOTI,-,-,3,3,2,1,3,1,-,-,-,-,-,13
431085 JABOTICABA,-,-,-,1,-,-,-,-,-,-,-,-,-,1
431100 JAGUARAO,-,-,5,5,4,4,1,1,-,-,-,-,3,23
431110 JAGUARI,-,-,-,-,-,-,-,-,-,-,-,-,1,1
431120 JULIO DE CASTILHOS,-,-,2,1,-,1,-,-,-,-,-,-,-,4
431125 LAGOAO,-,-,-,1,1,-,-,-,-,-,-,-,-,2
431130 LAGOA VERMELHA,-,-,1,8,3,3,3,2,-,-,-,-,13,33
431140 LAJEADO,-,1,9,17,24,21,24,9,2,-,-,-,6,113
431142 LAJEADO DO BUGRE,-,-,-,1,1,1,-,-,-,-,-,-,-,3
431150 LAVRAS DO SUL,-,1,-,-,-,-,-,-,-,-,-,-,-,1
431170 MACHADINHO,-,-,1,-,1,-,-,-,-,-,-,-,-,2
431180 MARAU,-,-,2,4,6,3,2,2,-,-,-,-,6,25
431205 MARQUES DE SOUZA,-,-,-,1,-,-,-,-,-,-,-,-,-,1
431210 MATA,-,-,1,-,-,-,-,-,-,-,-,-,-,1
431220 MAXIMILIANO DE ALMEIDA,-,-,-,-,-,-,-,-,-,-,-,-,1,1
431225 MINAS DO LEAO,-,-,-,-,-,-,-,-,-,-,-,-,1,1
431240 MONTENEGRO,-,2,7,17,17,29,7,6,1,-,-,-,7,93
431250 MOSTARDAS,-,-,-,-,-,-,1,-,-,-,-,-,-,1
431260 MUCUM,-,-,-,-,-,1,-,-,-,-,-,-,-,1
431265 NAO-ME-TOQUE,-,-,3,2,2,3,1,1,1,-,-,-,2,15
431267 NICOLAU VERGUEIRO,-,-,-,-,1,-,-,-,-,-,-,-,-,1
431270 NONOAI,-,-,1,9,3,8,2,-,-,-,-,-,3,26
431275 NOVA ALVORADA,-,-,-,1,-,-,-,1,-,-,-,-,-,2
431290 NOVA BASSANO,-,-,1,-,-,1,1,-,-,-,-,-,-,3
431320 NOVA PETROPOLIS,-,-,1,1,2,2,3,1,-,-,-,-,1,11
431330 NOVA PRATA,-,-,2,9,6,6,5,1,1,-,-,-,3,33
431340 NOVO HAMBURGO,-,3,27,59,44,51,46,15,2,-,-,-,23,270
431344 NOVO TIRADENTES,-,-,-,-,1,-,1,-,-,-,-,-,-,2
431346 NOVO XINGU,-,-,-,-,-,-,-,1,-,-,-,-,-,1
431350 OSORIO,-,1,10,14,8,9,6,2,-,-,-,-,5,55
431360 PAIM FILHO,-,-,1,-,-,-,-,-,-,-,-,-,-,1
431365 PALMARES DO SUL,-,-,-,-,-,-,-,-,-,-,-,-,1,1
431370 PALMEIRA DAS MISSOES,-,1,5,4,9,5,6,4,-,-,-,-,6,40
431380 PALMITINHO,-,-,1,1,1,-,1,-,-,-,-,-,4,8
431390 PANAMBI,-,-,4,6,8,3,3,1,-,-,-,-,-,25
431395 PANTANO GRANDE,-,-,-,-,1,1,-,-,-,-,-,-,-,2
431400 PARAI,-,-,-,-,-,-,1,-,-,-,-,-,1,2
431402 PARAISO DO SUL,-,-,-,-,1,-,-,-,-,-,-,-,-,1
431405 PAROBE,-,2,12,19,21,14,4,7,-,-,-,-,3,82
431410 PASSO FUNDO,-,2,47,58,75,77,44,16,1,-,-,-,55,375
431415 PAVERAMA,-,-,-,1,-,-,-,-,-,-,-,-,-,1
431420 PEDRO OSORIO,-,-,1,1,-,-,-,-,-,-,-,-,1,3
431430 PEJUCARA,-,-,-,-,-,1,-,-,-,-,-,-,-,1
431440 PELOTAS,-,2,53,77,72,73,60,21,2,-,-,-,76,436
431445 PINHAL,-,-,-,-,1,-,-,-,-,-,-,-,-,1
431450 PINHEIRO MACHADO,-,-,-,-,-,-,1,-,-,-,-,-,-,1
431460 PIRATINI,-,1,1,1,4,1,-,1,-,-,-,-,-,9
431470 PLANALTO,-,-,-,2,2,3,1,-,-,-,-,-,4,12
431480 PORTAO,-,-,-,-,-,-,-,1,-,-,-,-,-,1
431490 PORTO ALEGRE,-,18,338,500,473,485,430,159,5,-,-,-,118,2.526
431510 PORTO XAVIER,-,-,1,1,1,1,2,1,-,-,-,-,-,7
431515 PROGRESSO,-,-,2,-,-,1,1,-,-,-,-,-,-,4
431530 QUARAI,-,-,3,-,2,4,-,-,-,-,-,-,16,25
431540 REDENTORA,-,-,-,1,-,-,-,-,-,-,-,-,-,1
431550 RESTINGA SECA,-,-,-,-,2,-,1,-,-,-,-,-,-,3
431560 RIO GRANDE,-,5,31,61,65,53,42,11,-,-,-,-,16,284
431570 RIO PARDO,-,-,7,8,4,8,8,-,-,-,-,-,2,37
431590 RODEIO BONITO,-,-,-,2,2,1,-,-,-,-,-,-,3,8
431600 ROLANTE,-,-,-,1,1,1,-,2,-,-,-,-,-,5
431610 RONDA ALTA,-,-,1,-,3,1,-,-,-,-,-,-,1,6
431620 RONDINHA,-,-,-,-,-,-,-,1,-,-,-,-,-,1
431630 ROQUE GONZALES,-,-,-,-,-,1,-,-,-,-,-,-,-,1
431640 ROSARIO DO SUL,-,2,4,14,6,8,8,-,1,-,-,-,11,54
431645 SALTO DO JACUI,-,-,-,1,1,1,-,1,-,-,-,-,1,5
431650 SALVADOR DO SUL,-,-,1,-,-,-,-,-,-,-,-,-,-,1
431660 SANANDUVA,-,-,1,-,2,1,1,-,-,-,-,-,4,9
431670 SANTA BARBARA DO SUL,-,-,3,3,5,4,3,-,-,-,-,-,2,20
431680 SANTA CRUZ DO SUL,-,1,16,31,35,31,16,8,-,-,-,-,15,153
431690 SANTA MARIA,-,2,48,91,71,77,58,24,4,-,-,-,20,395
431695 SANTA MARIA DO HERVAL,-,-,-,-,1,-,1,-,-,-,-,-,-,2
431700 SANTANA DA BOA VISTA,-,-,1,-,-,-,-,-,-,-,-,-,-,1
431710 SANT'ANA DO LIVRAMENTO,-,1,13,42,15,16,18,8,1,-,-,-,18,132
431720 SANTA ROSA,-,-,17,23,28,21,11,6,1,-,-,-,4,111
431730 SANTA VITORIA DO PALMAR,-,-,2,5,8,4,6,3,1,-,-,-,1,30
431740 SANTIAGO,-,-,4,10,9,7,6,-,-,-,-,-,10,46
431750 SANTO ANGELO,-,-,18,26,27,27,21,11,-,-,-,-,4,134
431760 SANTO ANTONIO DA PATRULHA,-,-,1,-,-,-,-,-,-,-,-,-,2,3
431780 SANTO AUGUSTO,-,1,3,6,6,4,10,1,-,-,-,-,-,31
431790 SANTO CRISTO,-,-,-,3,4,2,2,3,-,-,-,-,-,14
431800 SAO BORJA,-,1,11,6,11,11,8,-,2,-,-,-,2,52
431810 SAO FRANCISCO DE ASSIS,-,-,-,-,-,2,-,-,-,-,-,-,-,2
431820 SAO FRANCISCO DE PAULA,-,-,4,4,1,4,1,-,-,-,-,-,1,15
431830 SAO GABRIEL,-,-,13,15,14,11,9,1,-,-,-,-,2,65
431840 SAO JERONIMO,-,-,7,6,10,8,6,4,1,-,-,-,13,55
431842 SAO JOAO DA URTIGA,-,-,-,-,-,-,-,-,-,-,-,-,1,1
431850 SAO JOSE DO NORTE,-,-,2,1,-,-,1,-,-,-,-,-,-,4
431860 SAO JOSE DO OURO,-,-,3,-,2,2,1,-,-,-,-,-,3,11
431870 SAO LEOPOLDO,-,3,14,32,29,20,14,2,-,-,-,-,27,141
431880 SAO LOURENCO DO SUL,-,-,3,7,11,13,4,5,-,-,-,-,1,44
431890 SAO LUIZ GONZAGA,-,-,15,16,11,17,12,7,-,-,-,-,6,84
431900 SAO MARCOS,-,-,-,1,3,5,-,-,-,-,-,-,2,11
431915 SAO MIGUEL DAS MISSOES,-,-,1,-,-,-,-,-,-,-,-,-,-,1
431936 SAO PEDRO DAS MISSOES,-,-,-,-,1,-,-,-,-,-,-,-,-,1
431940 SAO PEDRO DO SUL,-,-,1,-,1,1,1,-,-,-,-,-,-,4
431950 SAO SEBASTIAO DO CAI,-,-,-,1,1,-,1,-,-,-,-,-,-,3
431960 SAO SEPE,-,-,3,-,1,1,-,-,-,-,-,-,1,6
431980 SAO VICENTE DO SUL,-,-,-,-,-,-,-,-,-,-,-,-,1,1
431990 SAPIRANGA,-,-,18,23,21,15,11,2,-,-,-,-,3,93
432000 SAPUCAIA DO SUL,-,1,7,19,14,13,10,6,-,-,-,-,16,86
432010 SARANDI,-,1,6,10,6,4,7,-,-,-,-,-,7,41
432020 SEBERI,-,-,5,6,11,-,4,1,-,-,-,-,2,29
432030 SELBACH,-,-,-,-,-,-,-,-,-,-,-,-,2,2
432040 SERAFINA CORREA,-,-,1,1,-,2,1,-,1,-,-,-,2,8
432055 SERTAO SANTANA,-,-,-,-,-,1,-,-,-,-,-,-,-,1
432067 SINIMBU,-,-,1,-,-,-,-,-,-,-,-,-,-,1
432070 SOBRADINHO,-,-,1,4,6,3,5,1,1,-,-,-,1,22
432080 SOLEDADE,-,-,9,5,1,4,2,-,-,-,-,-,33,54
432090 TAPEJARA,-,-,5,4,3,6,6,1,-,-,-,-,6,31
432100 TAPERA,-,-,1,-,-,1,-,-,-,-,-,-,-,2
432120 TAQUARA,-,-,7,10,6,3,6,-,-,-,-,-,5,37
432130 TAQUARI,-,-,1,-,-,-,-,-,1,-,-,-,1,3
432140 TENENTE PORTELA,-,1,8,7,5,12,4,3,-,-,-,-,4,44
432145 TEUTONIA,-,-,6,7,4,5,1,2,-,-,-,-,6,31
432150 TORRES,-,-,6,2,9,6,7,2,-,-,-,-,-,32
432160 TRAMANDAI,-,1,29,28,23,21,15,8,-,-,-,-,19,144
432170 TRES COROAS,-,-,-,1,1,2,1,-,-,-,-,-,-,5
432180 TRES DE MAIO,-,-,3,8,11,6,4,2,1,-,-,-,1,36
432185 TRES PALMEIRAS,-,-,1,-,2,-,-,-,-,-,-,-,-,3
432190 TRES PASSOS,-,-,-,2,2,5,4,1,-,-,-,-,6,20
432200 TRIUNFO,-,-,-,1,-,-,-,-,-,-,-,-,-,1
432215 TUNAS,-,-,-,1,-,-,-,-,-,-,-,-,-,1
432220 TUPANCIRETA,-,1,3,3,3,3,4,-,-,-,-,-,5,22
432230 TUPARENDI,-,-,1,-,2,-,-,-,-,-,-,-,1,4
432240 URUGUAIANA,-,1,31,40,24,38,26,2,-,-,-,-,19,181
432250 VACARIA,-,4,14,16,15,11,9,7,-,-,-,-,51,127
432253 VALE DO SOL,-,-,2,-,1,-,-,-,-,-,-,-,2,5
432260 VENANCIO AIRES,-,-,6,19,15,17,3,2,1,-,-,-,3,66
432270 VERA CRUZ,-,-,3,1,3,2,-,-,-,-,-,-,2,11
432280 VERANOPOLIS,-,-,3,3,3,7,-,2,1,-,-,-,-,19
432300 VIAMAO,-,1,13,19,11,11,13,4,1,-,-,-,36,109
432350 VISTA ALEGRE,-,-,1,-,-,-,-,-,-,-,-,-,-,1
432380 XANGRI-LA,-,-,1,-,-,-,-,-,-,-,-,-,-,1
500020 AGUA CLARA,-,-,4,2,3,-,-,-,-,-,-,-,4,13
500025 ALCINOPOLIS,-,-,2,-,-,-,-,-,-,-,-,-,1,3
500060 AMAMBAI,-,3,28,24,10,17,8,2,-,-,-,-,2,94
500070 ANASTACIO,-,-,2,4,3,7,3,-,-,-,-,-,-,19
500080 ANAURILANDIA,-,-,2,2,1,-,-,-,-,-,-,-,-,5
500085 ANGELICA,-,-,-,1,3,-,1,-,-,-,-,-,-,5
500090 ANTONIO JOAO,-,1,2,3,2,-,-,3,-,-,-,-,-,11
500100 APARECIDA DO TABOADO,-,-,3,7,5,2,2,-,-,-,-,-,3,22
500110 AQUIDAUANA,-,6,38,50,33,33,25,8,-,-,-,-,8,201
500124 ARAL MOREIRA,-,1,3,2,1,1,1,1,-,-,-,-,1,11
500150 BANDEIRANTES,-,-,1,1,-,-,-,-,-,-,-,-,-,2
500190 BATAGUASSU,-,-,5,2,4,5,1,-,-,-,-,-,4,21
500200 BATAYPORA,-,-,2,1,-,2,1,-,-,-,-,-,-,6
500210 BELA VISTA,-,2,4,8,8,12,7,-,2,-,-,-,4,47
500215 BODOQUENA,-,-,4,5,3,1,1,-,-,-,-,-,-,14
500220 BONITO,-,-,2,7,8,2,-,2,-,-,-,-,7,28
500230 BRASILANDIA,-,1,3,4,1,1,-,1,-,-,-,-,-,11
500240 CAARAPO,-,1,1,3,5,2,2,-,-,-,-,-,6,20
500260 CAMAPUA,-,-,5,7,2,1,-,-,1,-,-,-,-,16
500270 CAMPO GRANDE,-,14,251,333,280,292,195,70,5,-,-,-,9,1.449
500280 CARACOL,-,-,-,-,1,1,-,-,-,-,-,-,3,5
500290 CASSILANDIA,-,1,5,6,4,6,8,-,-,-,-,-,-,30
500295 CHAPADAO DO SUL,-,-,4,3,8,4,2,1,-,-,-,-,3,25
500310 CORGUINHO,-,-,-,-,-,-,-,-,-,-,-,-,1,1
500315 CORONEL SAPUCAIA,-,1,14,4,3,5,5,4,1,-,-,-,2,39
500320 CORUMBA,-,3,46,53,46,43,40,8,-,-,-,-,7,246
500325 COSTA RICA,-,-,6,8,8,11,2,2,-,-,-,-,3,40
500330 COXIM,-,-,14,11,18,11,7,-,-,-,-,-,-,61
500345 DEODAPOLIS,-,-,-,-,-,-,1,-,-,-,-,-,1,2
500348 DOIS IRMAOS DO BURITI,-,-,1,2,4,-,2,1,-,-,-,-,-,10
500370 DOURADOS,-,9,91,128,122,103,69,23,2,-,-,-,18,565
500375 ELDORADO,-,-,-,1,1,1,1,-,-,-,-,-,3,7
500380 FATIMA DO SUL,-,-,4,2,1,3,1,2,1,-,-,-,-,14
500390 FIGUEIRAO,-,-,-,2,-,-,-,-,-,-,-,-,-,2
500400 GLORIA DE DOURADOS,-,-,-,2,-,-,-,1,-,-,-,-,-,3
500410 GUIA LOPES DA LAGUNA,-,-,1,-,1,1,-,1,-,-,-,-,-,4
500430 IGUATEMI,-,1,7,7,9,5,3,-,-,-,-,-,3,35
500440 INOCENCIA,-,-,3,1,1,1,-,-,-,-,-,-,-,6
500450 ITAPORA,-,-,1,-,-,2,-,-,-,-,-,-,-,3
500460 ITAQUIRAI,-,-,7,3,2,2,-,-,-,-,-,-,1,15
500470 IVINHEMA,-,-,6,3,2,5,3,1,-,-,-,-,1,21
500480 JAPORA,-,-,-,-,-,-,-,-,-,-,-,-,1,1
500490 JARAGUARI,-,-,-,1,-,-,-,-,-,-,-,-,-,1
500500 JARDIM,-,-,7,11,5,8,8,-,-,-,-,-,-,39
500515 JUTI,-,-,2,-,1,-,-,-,-,-,-,-,-,3
500525 LAGUNA CARAPA,-,-,-,-,1,-,1,-,-,-,-,-,-,2
500540 MARACAJU,-,1,13,14,9,6,7,2,-,-,-,-,4,56
500560 MIRANDA,-,-,1,3,7,4,3,-,-,-,-,-,-,18
500568 MUNDO NOVO,-,1,9,11,6,3,5,1,-,-,-,-,7,43
500570 NAVIRAI,-,1,15,24,15,16,7,5,-,-,-,-,1,84
500580 NIOAQUE,-,-,2,1,-,-,-,-,-,-,-,-,1,4
500600 NOVA ALVORADA DO SUL,-,-,5,7,4,1,1,-,-,-,-,-,2,20
500620 NOVA ANDRADINA,-,2,13,17,18,13,4,1,-,-,-,-,5,73
500625 NOVO HORIZONTE DO SUL,-,1,-,-,-,1,-,-,-,-,-,-,1,3
500627 PARAISO DAS AGUAS,-,-,-,-,1,-,-,-,-,-,-,-,-,1
500630 PARANAIBA,-,-,7,11,10,11,4,2,-,-,-,-,6,51
500635 PARANHOS,-,2,6,5,8,1,4,1,-,-,-,-,3,30
500640 PEDRO GOMES,-,-,2,2,-,-,-,-,-,-,-,-,-,4
500660 PONTA PORA,-,-,29,42,45,19,26,12,-,-,-,-,6,179
500690 PORTO MURTINHO,-,1,1,6,-,5,2,-,-,-,-,-,2,17
500710 RIBAS DO RIO PARDO,-,-,-,-,1,-,1,-,-,-,-,-,3,5
500720 RIO BRILHANTE,-,-,14,8,12,7,4,-,-,-,-,-,-,45
500730 RIO NEGRO,-,-,-,1,-,-,-,-,-,-,-,-,-,1
500740 RIO VERDE DE MATO GROSSO,-,1,6,1,2,4,4,-,-,-,-,-,-,18
500755 SANTA RITA DO PARDO,-,-,-,1,-,-,-,-,-,-,-,-,-,1
500769 SAO GABRIEL DO OESTE,-,-,4,10,12,2,2,1,-,-,-,-,-,31
500770 SETE QUEDAS,-,1,2,-,1,3,1,-,-,-,-,-,1,9
500780 SELVIRIA,-,-,1,-,-,-,1,-,-,-,-,-,-,2
500790 SIDROLANDIA,-,1,2,5,2,3,-,2,-,-,-,-,3,18
500793 SONORA,-,-,2,2,1,4,2,-,1,-,-,-,-,12
500795 TACURU,-,1,2,3,3,4,2,1,-,-,-,-,1,17
500797 TAQUARUSSU,-,-,-,-,-,-,-,-,-,-,-,-,1,1
500800 TERENOS,-,-,-,1,-,-,-,1,-,-,-,-,1,3
500830 TRES LAGOAS,-,4,22,36,46,31,14,6,-,-,-,-,6,165
500840 VICENTINA,-,-,-,-,-,-,-,-,-,-,-,-,1,1
510020 AGUA BOA,-,3,25,23,18,16,14,3,1,1,-,-,-,104
510025 ALTA FLORESTA,-,-,23,22,19,19,11,6,-,-,-,-,1,101
510030 ALTO ARAGUAIA,-,-,3,-,1,1,1,-,-,-,-,-,1,7
510035 ALTO BOA VISTA,-,-,1,1,-,1,-,-,-,-,-,-,-,3
510050 ALTO PARAGUAI,-,-,-,-,1,-,-,1,-,-,-,-,-,2
510060 ALTO TAQUARI,-,-,3,1,1,2,1,1,-,-,-,-,4,13
510080 APIACAS,-,-,-,2,-,-,-,-,-,-,-,-,1,3
510125 ARAPUTANGA,-,-,3,5,2,1,1,-,-,-,-,-,-,12
510130 ARENAPOLIS,-,-,2,3,2,3,-,-,-,-,-,-,-,10
510140 ARIPUANA,-,1,4,7,3,5,4,-,-,-,-,-,-,24
510160 BARAO DE MELGACO,-,-,-,-,-,-,-,1,-,-,-,-,1,2
510170 BARRA DO BUGRES,-,-,8,9,7,5,2,2,-,-,-,-,2,35
510180 BARRA DO GARCAS,-,1,17,37,27,20,13,4,-,-,-,-,36,155
510185 BOM JESUS DO ARAGUAIA,-,-,1,1,-,3,-,-,-,-,-,-,-,5
