Município,Menos de 500g,500 a 999g,1000 a 1499 g,1500 a 2499 g,2500 a 2999 g,3000 a 3999 g,4000g e mais,Ignorado,Total
430390 CAMPO BOM,-,8,5,9,3,5,-,-,30
430420 CANDELARIA,1,1,2,4,3,3,1,13,28
430430 CANDIDO GODOI,2,1,-,-,-,-,-,-,3
430440 CANELA,2,10,7,8,4,3,1,-,35
430450 CANGUCU,5,14,3,14,11,7,1,4,59
430460 CANOAS,29,85,63,64,30,35,5,5,316
430463 CAPAO DA CANOA,-,21,10,16,10,3,2,15,77
430466 CAPAO DO LEAO,-,1,1,2,-,-,1,-,5
430470 CARAZINHO,9,17,12,20,7,3,-,2,70
430471 CARAA,-,-,-,-,-,-,-,1,1
430480 CARLOS BARBOSA,-,-,-,2,-,2,-,-,4
430490 CASCA,2,2,2,1,1,-,-,-,8
430510 CAXIAS DO SUL,28,123,52,90,43,32,4,41,413
430520 CERRO LARGO,-,1,-,2,-,-,-,-,3
430535 CHARQUEADAS,-,-,-,-,-,-,-,1,1
430540 CHIAPETTA,-,1,-,1,1,-,-,-,3
430570 CONDOR,1,1,-,-,-,-,-,-,2
430580 CONSTANTINA,-,-,-,2,-,-,-,-,2
430600 CRISSIUMAL,1,-,1,1,1,1,-,1,6
430607 CRISTAL DO SUL,-,-,-,1,-,-,-,-,1
430610 CRUZ ALTA,4,17,12,21,4,6,3,4,71
430620 CRUZEIRO DO SUL,-,-,-,-,1,-,-,-,1
430630 DAVID CANABARRO,-,-,-,1,1,1,-,-,3
430632 DERRUBADAS,-,1,-,-,-,-,-,-,1
430640 DOIS IRMAOS,-,4,5,3,1,-,1,3,17
430650 DOM FELICIANO,-,-,-,1,-,-,-,-,1
430660 DOM PEDRITO,-,4,7,7,5,4,1,-,28
430676 ELDORADO DO SUL,-,1,-,-,1,-,-,-,2
430680 ENCANTADO,1,2,3,10,3,1,-,3,23
430690 ENCRUZILHADA DO SUL,-,2,3,4,2,3,-,2,16
430700 ERECHIM,-,30,21,25,14,25,4,2,121
430710 HERVAL,-,-,-,1,-,-,-,1,2
430730 ERVAL SECO,-,-,-,1,-,-,-,-,1
430750 ESPUMOSO,1,5,1,4,-,-,-,6,17
430755 ESTACAO,-,-,1,-,1,2,-,1,5
430760 ESTANCIA VELHA,-,5,1,9,4,2,-,-,21
430770 ESTEIO,-,20,8,9,4,8,-,4,53
430780 ESTRELA,-,15,7,9,3,3,2,1,40
430790 FARROUPILHA,1,5,13,9,7,4,-,-,39
430800 FAXINAL DO SOTURNO,-,-,-,-,-,1,-,-,1
430810 FELIZ,-,1,-,-,1,-,-,1,3
430820 FLORES DA CUNHA,-,2,3,3,1,1,1,-,11
430830 FONTOURA XAVIER,-,-,-,1,-,-,-,2,3
430840 FORMIGUEIRO,-,-,1,-,-,-,-,-,1
430850 FREDERICO WESTPHALEN,3,9,8,12,7,1,3,1,44
430860 GARIBALDI,1,3,3,4,6,2,-,1,20
430885 GENTIL,-,-,-,1,-,-,-,-,1
430890 GETULIO VARGAS,-,7,-,2,-,1,1,1,12
430900 GIRUA,-,-,-,-,1,1,-,-,2
430910 GRAMADO,6,13,3,7,3,5,-,-,37
430915 GRAMADO XAVIER,-,1,-,-,-,-,-,-,1
430920 GRAVATAI,3,38,23,35,15,19,1,11,145
430930 GUAIBA,-,2,-,1,1,-,-,-,4
430940 GUAPORE,1,2,1,5,2,1,-,1,13
430950 GUARANI DAS MISSOES,-,-,-,2,-,-,-,-,2
430960 HORIZONTINA,1,7,-,7,-,-,1,-,16
430975 IBARAMA,-,-,1,-,-,-,-,-,1
430990 IBIRAIARAS,-,1,-,-,-,1,-,-,2
431000 IBIRUBA,1,2,-,1,1,1,1,4,11
431010 IGREJINHA,-,8,5,6,1,3,-,2,25
431020 IJUI,-,25,18,24,13,7,1,1,89
431040 INDEPENDENCIA,-,-,-,-,-,1,-,-,1
431050 IRAI,1,-,-,-,2,-,-,-,3
431053 ITAARA,-,-,1,-,-,-,-,-,1
431055 ITACURUBI,-,-,-,1,-,-,-,-,1
431060 ITAQUI,-,15,10,14,3,8,2,3,55
431065 ITATI,-,-,1,-,-,-,-,-,1
431080 IVOTI,-,4,-,3,1,3,1,1,13
431085 JABOTICABA,-,-,-,1,-,-,-,-,1
431100 JAGUARAO,3,3,4,5,2,4,2,-,23
431110 JAGUARI,-,1,-,-,-,-,-,-,1
431120 JULIO DE CASTILHOS,-,1,1,1,1,-,-,-,4
431125 LAGOAO,-,-,-,2,-,-,-,-,2
431130 LAGOA VERMELHA,-,9,4,11,4,3,-,2,33
431140 LAJEADO,20,23,21,21,15,10,2,1,113
431142 LAJEADO DO BUGRE,-,-,-,1,1,1,-,-,3
431150 LAVRAS DO SUL,-,1,-,-,-,-,-,-,1
431170 MACHADINHO,-,1,1,-,-,-,-,-,2
431180 MARAU,5,8,2,6,3,1,-,-,25
431205 MARQUES DE SOUZA,-,-,-,1,-,-,-,-,1
431210 MATA,1,-,-,-,-,-,-,-,1
431220 MAXIMILIANO DE ALMEIDA,-,1,-,-,-,-,-,-,1
431225 MINAS DO LEAO,-,-,-,-,-,-,-,1,1
431240 MONTENEGRO,1,21,17,22,12,16,1,3,93
431250 MOSTARDAS,-,-,-,-,-,-,1,-,1
431260 MUCUM,-,-,1,-,-,-,-,-,1
431265 NAO-ME-TOQUE,-,7,1,5,-,2,-,-,15
431267 NICOLAU VERGUEIRO,-,-,-,-,-,1,-,-,1
431270 NONOAI,-,7,-,9,5,5,-,-,26
431275 NOVA ALVORADA,-,-,-,1,1,-,-,-,2
431290 NOVA BASSANO,-,-,-,1,1,-,-,1,3
431320 NOVA PETROPOLIS,-,2,3,4,-,1,1,-,11
431330 NOVA PRATA,3,8,4,7,6,1,-,4,33
431340 NOVO HAMBURGO,20,78,36,62,32,27,7,8,270
431344 NOVO TIRADENTES,-,-,1,1,-,-,-,-,2
431346 NOVO XINGU,-,-,-,1,-,-,-,-,1
431350 OSORIO,3,13,10,13,5,8,1,2,55
431360 PAIM FILHO,-,-,-,-,1,-,-,-,1
431365 PALMARES DO SUL,-,1,-,-,-,-,-,-,1
431370 PALMEIRA DAS MISSOES,1,6,10,6,6,4,2,5,40
431380 PALMITINHO,-,1,-,5,1,1,-,-,8
431390 PANAMBI,-,9,4,9,1,1,1,-,25
431395 PANTANO GRANDE,-,1,-,-,1,-,-,-,2
431400 PARAI,-,1,1,-,-,-,-,-,2
431402 PARAISO DO SUL,-,-,-,-,-,-,-,1,1
431405 PAROBE,2,18,10,21,14,10,4,3,82
431410 PASSO FUNDO,87,103,49,68,32,29,2,5,375
431415 PAVERAMA,-,-,-,1,-,-,-,-,1
431420 PEDRO OSORIO,-,-,1,-,1,-,-,1,3
431430 PEJUCARA,1,-,-,-,-,-,-,-,1
431440 PELOTAS,41,112,65,96,41,48,12,21,436
431445 PINHAL,-,-,1,-,-,-,-,-,1
431450 PINHEIRO MACHADO,-,1,-,-,-,-,-,-,1
431460 PIRATINI,-,4,-,1,1,3,-,-,9
431470 PLANALTO,-,2,3,1,-,2,-,4,12
431480 PORTAO,-,1,-,-,-,-,-,-,1
431490 PORTO ALEGRE,421,723,333,544,210,218,36,41,2.526
431510 PORTO XAVIER,1,1,1,2,-,1,1,-,7
431515 PROGRESSO,-,1,1,1,-,-,1,-,4
431530 QUARAI,-,6,3,6,1,4,2,3,25
431540 REDENTORA,1,-,-,-,-,-,-,-,1
431550 RESTINGA SECA,-,-,-,2,-,-,-,1,3
431560 RIO GRANDE,8,83,35,81,37,32,8,-,284
431570 RIO PARDO,-,7,10,9,5,5,1,-,37
431590 RODEIO BONITO,-,1,1,4,-,-,-,2,8
431600 ROLANTE,-,3,1,1,-,-,-,-,5
431610 RONDA ALTA,1,1,1,2,1,-,-,-,6
431620 RONDINHA,-,-,-,1,-,-,-,-,1
431630 ROQUE GONZALES,-,-,-,-,1,-,-,-,1
431640 ROSARIO DO SUL,2,10,11,16,4,7,1,3,54
431645 SALTO DO JACUI,-,3,1,-,-,-,1,-,5
431650 SALVADOR DO SUL,-,1,-,-,-,-,-,-,1
431660 SANANDUVA,-,-,-,1,2,5,-,1,9
431670 SANTA BARBARA DO SUL,-,8,2,6,2,2,-,-,20
431680 SANTA CRUZ DO SUL,24,44,16,29,14,17,4,5,153
431690 SANTA MARIA,49,98,58,94,29,40,8,19,395
431695 SANTA MARIA DO HERVAL,-,1,-,-,-,1,-,-,2
431700 SANTANA DA BOA VISTA,-,-,-,1,-,-,-,-,1
431710 SANT'ANA DO LIVRAMENTO,10,32,22,36,9,15,-,8,132
431720 SANTA ROSA,16,27,19,24,11,10,1,3,111
431730 SANTA VITORIA DO PALMAR,-,3,7,7,3,5,1,4,30
431740 SANTIAGO,1,6,11,14,5,5,-,4,46
431750 SANTO ANGELO,4,30,20,41,13,19,3,4,134
431760 SANTO ANTONIO DA PATRULHA,1,-,-,1,1,-,-,-,3
431780 SANTO AUGUSTO,1,5,8,7,4,4,2,-,31
431790 SANTO CRISTO,2,4,1,3,2,2,-,-,14
431800 SAO BORJA,2,15,6,12,6,9,-,2,52
431810 SAO FRANCISCO DE ASSIS,-,1,-,1,-,-,-,-,2
431820 SAO FRANCISCO DE PAULA,-,1,3,4,3,1,1,2,15
431830 SAO GABRIEL,1,24,10,14,3,12,-,1,65
431840 SAO JERONIMO,2,11,4,20,7,3,1,7,55
431842 SAO JOAO DA URTIGA,-,1,-,-,-,-,-,-,1
431850 SAO JOSE DO NORTE,-,1,1,2,-,-,-,-,4
431860 SAO JOSE DO OURO,3,1,-,3,1,-,2,1,11
431870 SAO LEOPOLDO,3,29,32,42,13,11,3,8,141
431880 SAO LOURENCO DO SUL,1,11,10,9,4,6,1,2,44
431890 SAO LUIZ GONZAGA,1,13,13,25,12,14,4,2,84
431900 SAO MARCOS,-,3,3,-,1,1,-,3,11
431915 SAO MIGUEL DAS MISSOES,-,1,-,-,-,-,-,-,1
431936 SAO PEDRO DAS MISSOES,-,-,1,-,-,-,-,-,1
431940 SAO PEDRO DO SUL,-,-,1,1,1,-,-,1,4
431950 SAO SEBASTIAO DO CAI,-,1,-,1,1,-,-,-,3
431960 SAO SEPE,-,2,1,1,-,1,1,-,6
431980 SAO VICENTE DO SUL,-,1,-,-,-,-,-,-,1
431990 SAPIRANGA,2,28,14,18,12,8,2,9,93
432000 SAPUCAIA DO SUL,2,15,11,20,12,20,3,3,86
432010 SARANDI,2,10,3,11,8,6,1,-,41
432020 SEBERI,3,1,2,8,7,4,2,2,29
432030 SELBACH,-,-,-,1,-,-,-,1,2
432040 SERAFINA CORREA,-,2,1,3,1,-,-,1,8
432055 SERTAO SANTANA,-,-,-,-,1,-,-,-,1
432067 SINIMBU,-,-,-,-,1,-,-,-,1
432070 SOBRADINHO,4,3,4,8,1,2,-,-,22
432080 SOLEDADE,1,10,5,11,8,5,-,14,54
432090 TAPEJARA,-,6,5,8,3,3,3,3,31
432100 TAPERA,-,-,1,-,1,-,-,-,2
432120 TAQUARA,-,5,8,11,6,6,-,1,37
432130 TAQUARI,-,2,-,-,-,-,-,1,3
432140 TENENTE PORTELA,2,12,5,8,7,8,1,1,44
432145 TEUTONIA,3,9,5,8,2,3,1,-,31
432150 TORRES,3,7,5,6,6,3,1,1,32
432160 TRAMANDAI,6,33,28,36,17,11,7,6,144
432170 TRES COROAS,-,2,2,-,1,-,-,-,5
432180 TRES DE MAIO,4,7,6,9,3,5,1,1,36
432185 TRES PALMEIRAS,1,1,-,1,-,-,-,-,3
432190 TRES PASSOS,3,4,-,6,2,2,-,3,20
432200 TRIUNFO,-,-,1,-,-,-,-,-,1
432215 TUNAS,-,-,1,-,-,-,-,-,1
432220 TUPANCIRETA,-,5,1,8,3,3,-,2,22
432230 TUPARENDI,-,-,-,-,2,1,-,1,4
432240 URUGUAIANA,1,45,29,40,32,24,5,5,181
432250 VACARIA,13,26,23,36,11,14,1,3,127
432253 VALE DO SOL,-,2,-,1,-,1,1,-,5
432260 VENANCIO AIRES,9,14,9,13,8,9,3,1,66
432270 VERA CRUZ,-,1,3,2,1,1,-,3,11
432280 VERANOPOLIS,3,2,4,6,2,2,-,-,19
432300 VIAMAO,8,26,11,31,11,9,3,10,109
432350 VISTA ALEGRE,-,-,-,-,-,1,-,-,1
432380 XANGRI-LA,-,-,-,1,-,-,-,-,1
500020 AGUA CLARA,-,3,3,3,2,2,-,-,13
500025 ALCINOPOLIS,-,1,1,1,-,-,-,-,3
500060 AMAMBAI,4,27,7,21,11,11,6,7,94
500070 ANASTACIO,-,4,4,6,-,2,-,3,19
500080 ANAURILANDIA,-,1,1,1,1,-,1,-,5
500085 ANGELICA,-,-,1,2,2,-,-,-,5
500090 ANTONIO JOAO,1,2,2,3,3,-,-,-,11
500100 APARECIDA DO TABOADO,-,8,1,7,2,2,-,2,22
500110 AQUIDAUANA,21,46,26,48,23,26,6,5,201
500124 ARAL MOREIRA,1,2,1,2,1,3,-,1,11
500150 BANDEIRANTES,1,1,-,-,-,-,-,-,2
500190 BATAGUASSU,1,6,2,8,2,-,-,2,21
500200 BATAYPORA,-,1,-,1,1,2,1,-,6
500210 BELA VISTA,-,11,5,10,6,8,2,5,47
500215 BODOQUENA,-,2,3,5,2,1,-,1,14
500220 BONITO,-,8,1,9,2,3,1,4,28
500230 BRASILANDIA,-,2,3,2,2,1,1,-,11
500240 CAARAPO,-,4,2,3,2,5,1,3,20
500260 CAMAPUA,-,7,1,2,1,1,1,3,16
500270 CAMPO GRANDE,125,346,218,388,174,134,37,27,1.449
500280 CARACOL,-,-,-,1,-,3,-,1,5
500290 CASSILANDIA,5,8,5,8,2,1,1,-,30
500295 CHAPADAO DO SUL,-,1,2,9,4,5,1,3,25
500310 CORGUINHO,-,-,-,-,-,-,-,1,1
500315 CORONEL SAPUCAIA,4,7,4,6,5,5,-,8,39
500320 CORUMBA,2,50,37,67,37,40,6,7,246
500325 COSTA RICA,3,8,7,6,6,4,1,5,40
500330 COXIM,6,7,9,20,3,4,4,8,61
500345 DEODAPOLIS,-,-,-,-,-,-,-,2,2
500348 DOIS IRMAOS DO BURITI,-,2,3,3,-,2,-,-,10
500370 DOURADOS,37,163,89,151,57,34,6,28,565
500375 ELDORADO,-,3,1,-,-,-,1,2,7
500380 FATIMA DO SUL,2,3,1,2,3,1,-,2,14
500390 FIGUEIRAO,-,1,1,-,-,-,-,-,2
500400 GLORIA DE DOURADOS,1,-,-,2,-,-,-,-,3
500410 GUIA LOPES DA LAGUNA,-,-,1,-,3,-,-,-,4
500430 IGUATEMI,-,13,1,7,4,4,1,5,35
500440 INOCENCIA,-,-,2,3,-,-,-,1,6
500450 ITAPORA,-,-,-,3,-,-,-,-,3
500460 ITAQUIRAI,2,1,1,2,6,1,-,2,15
500470 IVINHEMA,-,3,6,4,5,3,-,-,21
500480 JAPORA,-,-,-,-,-,-,-,1,1
500490 JARAGUARI,-,-,1,-,-,-,-,-,1
500500 JARDIM,1,10,2,10,6,7,1,2,39
500515 JUTI,1,-,2,-,-,-,-,-,3
500525 LAGUNA CARAPA,1,-,-,1,-,-,-,-,2
500540 MARACAJU,1,13,4,18,8,11,-,1,56
500560 MIRANDA,-,2,3,5,2,3,2,1,18
500568 MUNDO NOVO,11,6,6,6,5,5,-,4,43
500570 NAVIRAI,-,20,15,28,6,11,1,3,84
500580 NIOAQUE,1,-,1,1,-,-,-,1,4
500600 NOVA ALVORADA DO SUL,-,1,6,5,4,2,-,2,20
500620 NOVA ANDRADINA,2,20,12,19,6,9,2,3,73
500625 NOVO HORIZONTE DO SUL,-,-,-,-,-,2,1,-,3
500627 PARAISO DAS AGUAS,-,-,1,-,-,-,-,-,1
500630 PARANAIBA,-,11,14,12,5,5,-,4,51
500635 PARANHOS,-,2,3,9,8,5,-,3,30
500640 PEDRO GOMES,1,2,1,-,-,-,-,-,4
500660 PONTA PORA,14,34,25,41,18,27,4,16,179
500690 PORTO MURTINHO,1,3,2,6,2,3,-,-,17
500710 RIBAS DO RIO PARDO,1,2,-,1,-,-,-,1,5
500720 RIO BRILHANTE,2,11,5,14,4,7,1,1,45
500730 RIO NEGRO,-,-,-,1,-,-,-,-,1
500740 RIO VERDE DE MATO GROSSO,-,7,1,4,2,2,-,2,18
500755 SANTA RITA DO PARDO,1,-,-,-,-,-,-,-,1
500769 SAO GABRIEL DO OESTE,1,7,6,8,4,3,-,2,31
500770 SETE QUEDAS,-,2,-,3,1,2,1,-,9
500780 SELVIRIA,-,1,-,-,-,-,-,1,2
500790 SIDROLANDIA,2,2,2,4,1,4,1,2,18
500793 SONORA,-,3,1,3,2,2,1,-,12
500795 TACURU,2,3,-,4,2,2,2,2,17
500797 TAQUARUSSU,-,-,-,-,-,-,-,1,1
500800 TERENOS,-,-,-,1,1,-,-,1,3
500830 TRES LAGOAS,12,33,22,52,14,17,5,10,165
500840 VICENTINA,-,-,-,-,-,-,-,1,1
510020 AGUA BOA,1,25,16,23,15,15,7,2,104
510025 ALTA FLORESTA,8,25,13,32,9,11,1,2,101
510030 ALTO ARAGUAIA,1,2,1,2,-,-,-,1,7
510035 ALTO BOA VISTA,1,-,-,-,-,-,-,2,3
510050 ALTO PARAGUAI,-,-,-,1,-,-,1,-,2
510060 ALTO TAQUARI,-,5,2,2,1,2,1,-,13
510080 APIACAS,1,-,-,-,-,2,-,-,3
510125 ARAPUTANGA,2,2,3,3,1,1,-,-,12
510130 ARENAPOLIS,-,1,-,2,2,4,1,-,10
510140 ARIPUANA,-,9,1,9,1,1,1,2,24
510160 BARAO DE MELGACO,-,1,-,-,-,1,-,-,2
510170 BARRA DO BUGRES,1,5,7,9,3,6,3,1,35
510180 BARRA DO GARCAS,10,27,24,34,13,25,16,6,155
510185 BOM JESUS DO ARAGUAIA,-,1,-,-,1,1,-,2,5
510190 BRASNORTE,1,2,-,1,1,-,-,4,9
510250 CACERES,1,69,42,64,28,30,10,17,261
510260 CAMPINAPOLIS,3,1,-,7,4,6,7,2,30
510263 CAMPO NOVO DO PARECIS,1,9,5,16,5,2,1,-,39
510267 CAMPO VERDE,-,16,4,11,1,2,-,-,34
510268 CAMPOS DE JULIO,-,-,-,-,1,1,-,-,2
510269 CANABRAVA DO NORTE,-,-,-,-,-,-,-,1,1
510270 CANARANA,3,8,1,2,1,5,3,-,23
510279 CARLINDA,-,-,-,-,2,-,-,-,2
510300 CHAPADA DOS GUIMARAES,-,1,-,-,-,-,-,1,2
510305 CLAUDIA,-,-,1,-,-,-,-,-,1
510310 COCALINHO,-,1,-,-,-,3,-,1,5
510320 COLIDER,1,23,12,30,16,16,9,7,114
510325 COLNIZA,1,6,3,8,9,4,-,2,33
510330 COMODORO,-,4,-,5,3,2,2,7,23
510335 CONFRESA,3,9,7,23,7,9,1,3,62
510337 COTRIGUACU,-,2,2,1,1,1,1,1,9
510340 CUIABA,60,384,238,354,143,136,29,13,1.357
510343 CURVELANDIA,-,-,-,-,-,-,-,1,1
510345 DENISE,-,-,1,-,-,-,-,-,1
510350 DIAMANTINO,-,5,3,8,5,4,1,-,26
510360 DOM AQUINO,1,2,-,1,1,-,-,2,7
510370 FELIZ NATAL,-,1,-,1,-,-,-,-,2
510380 FIGUEIROPOLIS D'OESTE,-,-,-,-,-,-,-,1,1
510385 GAUCHA DO NORTE,-,3,1,2,1,5,1,1,14
510390 GENERAL CARNEIRO,-,-,-,3,-,-,-,2,5
510410 GUARANTA DO NORTE,-,9,6,10,6,3,2,-,36
510420 GUIRATINGA,1,1,-,1,-,1,-,-,4
510454 ITANHANGA,-,1,-,-,-,-,-,-,1
510455 ITAUBA,-,1,-,-,1,-,-,1,3
510460 ITIQUIRA,1,3,-,-,-,-,-,1,5
510480 JACIARA,-,3,8,7,5,7,1,2,33
510510 JUARA,5,12,5,16,3,6,1,5,53
510515 JUINA,2,28,29,32,10,9,-,-,110
510517 JURUENA,-,-,-,1,-,1,-,-,2
510520 JUSCIMEIRA,-,-,-,2,1,-,-,-,3
510523 LAMBARI D'OESTE,-,-,-,1,-,-,-,-,1
510525 LUCAS DO RIO VERDE,6,31,15,32,4,8,3,5,104
510550 VILA BELA DA SANTISSIMA TRINDADE,1,4,2,5,2,3,-,1,18
510558 MARCELANDIA,-,1,1,2,1,2,-,5,12
510560 MATUPA,2,2,5,7,3,3,-,-,22
510562 MIRASSOL D'OESTE,1,8,2,1,1,2,1,1,17
510590 NOBRES,-,1,-,5,1,2,-,1,10
510600 NORTELANDIA,-,2,-,2,-,1,-,-,5
510615 NOVA BANDEIRANTES,2,1,1,2,-,-,2,-,8
510617 NOVA NAZARE,-,-,-,1,-,-,-,-,1
510618 NOVA LACERDA,-,2,-,-,-,-,-,-,2
510622 NOVA MUTUM,-,18,12,12,9,7,1,7,66
510623 NOVA OLIMPIA,-,8,3,3,5,1,-,3,23
510624 NOVA UBIRATA,-,-,-,-,-,-,-,1,1
510625 NOVA XAVANTINA,-,7,1,7,2,3,3,2,25
510626 NOVO MUNDO,-,-,-,1,-,1,-,-,2
510627 NOVO HORIZONTE DO NORTE,-,-,1,-,-,-,-,-,1
510628 NOVO SAO JOAQUIM,-,-,1,1,-,1,-,1,4
510629 PARANAITA,-,-,1,-,-,-,-,-,1
510630 PARANATINGA,1,7,7,6,3,8,1,2,35
510637 PEDRA PRETA,-,1,1,1,-,-,-,-,3
510642 PEIXOTO DE AZEVEDO,2,16,8,25,12,8,4,5,80
510650 POCONE,-,3,2,4,2,3,-,4,18
510665 PONTAL DO ARAGUAIA,-,1,-,-,-,-,-,-,1
510675 PONTES E LACERDA,2,16,9,21,13,9,2,4,76
510677 PORTO ALEGRE DO NORTE,-,-,-,1,-,-,-,-,1
510680 PORTO DOS GAUCHOS,1,2,-,1,1,1,-,-,6
510682 PORTO ESPERIDIAO,-,-,1,-,-,-,-,-,1
510685 PORTO ESTRELA,-,1,1,-,-,-,-,-,2
510700 POXOREO,2,4,4,4,2,2,2,1,21
510704 PRIMAVERA DO LESTE,7,18,14,25,14,13,12,4,107
510706 QUERENCIA,1,8,5,6,3,4,-,1,28
510710 SAO JOSE DOS QUATRO MARCOS,-,3,2,2,1,-,1,-,9
510718 RIBEIRAO CASCALHEIRA,-,2,-,1,2,-,1,-,6
510719 RIBEIRAOZINHO,1,-,-,1,-,-,-,-,2
510720 RIO BRANCO,-,1,-,-,-,-,-,-,1
510730 SAO JOSE DO RIO CLARO,-,5,1,5,2,5,-,1,19
510735 SAO JOSE DO XINGU,-,1,-,1,-,1,-,-,3
510740 SAO PEDRO DA CIPA,-,-,1,-,-,-,-,-,1
510760 RONDONOPOLIS,86,111,64,71,37,41,7,8,425
510770 ROSARIO OESTE,-,2,3,3,-,1,-,-,9
510775 SALTO DO CEU,1,-,-,-,1,-,-,-,2
510777 SANTA TEREZINHA,-,2,1,4,-,1,1,2,11
510779 SANTO ANTONIO DO LESTE,-,-,1,-,1,-,-,-,2
510780 SANTO ANTONIO DO LEVERGER,-,-,1,-,-,-,-,1,2
510785 SAO FELIX DO ARAGUAIA,-,3,3,5,2,1,-,3,17
510787 SAPEZAL,1,5,4,9,3,4,-,3,29
510790 SINOP,6,55,25,57,26,18,2,3,192
510792 SORRISO,55,52,33,55,28,35,6,-,264
510794 TABAPORA,-,2,-,-,1,1,-,-,4
510795 TANGARA DA SERRA,6,38,27,41,19,23,5,3,162
510800 TAPURAH,-,1,-,1,-,-,1,-,3
510805 TERRA NOVA DO NORTE,-,1,-,1,-,1,-,-,3
510810 TESOURO,-,1,-,-,-,-,-,-,1
510820 TORIXOREU,-,2,-,2,-,-,-,2,6
510840 VARZEA GRANDE,3,53,22,33,25,19,4,16,175
510860 VILA RICA,-,7,2,2,2,2,1,6,22
520010 ABADIANIA,-,1,-,-,-,-,-,-,1
520013 ACREUNA,-,2,-,1,2,-,-,2,7
520025 AGUAS LINDAS DE GOIAS,1,6,3,2,1,2,1,11,27
520030 ALEXANIA,1,2,-,3,1,1,1,3,12
520060 ALTO PARAISO DE GOIAS,1,1,-,-,1,1,-,1,5
520080 ALVORADA DO NORTE,1,7,-,3,1,4,-,-,16
520090 AMORINOPOLIS,-,-,-,-,-,1,-,-,1
520110 ANAPOLIS,31,169,89,135,66,78,15,43,626
520130 ANICUNS,-,1,-,-,-,1,-,-,2
520140 APARECIDA DE GOIANIA,19,57,38,82,24,21,8,20,269
520150 APORE,-,-,1,-,-,2,-,-,3
520170 ARAGARCAS,1,3,2,5,1,1,1,-,14
520180 ARAGOIANIA,-,-,-,1,-,-,-,-,1
520235 ARENOPOLIS,-,1,-,-,-,1,1,-,3
520250 ARUANA,-,1,-,1,-,-,-,1,3
520320 BARRO ALTO,-,-,-,2,-,-,1,-,3
520330 BELA VISTA DE GOIAS,-,5,-,-,-,-,-,2,7
520340 BOM JARDIM DE GOIAS,-,2,1,4,2,-,-,-,9
520350 BOM JESUS DE GOIAS,1,3,-,3,2,-,-,2,11
520355 BONFINOPOLIS,-,-,-,-,1,-,-,-,1
520357 BONOPOLIS,-,-,-,-,-,-,-,2,2
520380 BRITANIA,-,1,3,1,-,-,-,-,5
520393 BURITI DE GOIAS,-,-,-,-,-,-,-,1,1
520400 CABECEIRAS,-,-,1,-,-,-,-,-,1
520410 CACHOEIRA ALTA,-,-,-,-,-,-,1,1,2
520425 CACHOEIRA DOURADA,-,-,-,-,-,-,-,1,1
520430 CACU,-,3,-,3,1,1,-,-,8
520440 CAIAPONIA,1,2,1,1,-,2,1,1,9
520450 CALDAS NOVAS,12,25,15,42,16,11,1,5,127
520470 CAMPINORTE,-,2,-,1,-,2,-,-,5
520480 CAMPO ALEGRE DE GOIAS,-,-,-,-,1,-,-,-,1
520490 CAMPOS BELOS,3,8,3,10,7,4,2,11,48
520510 CATALAO,13,26,17,28,12,11,2,9,118
520530 CAVALCANTE,-,1,1,-,-,-,-,-,2
520540 CERES,5,41,22,46,20,13,7,2,156
520545 CEZARINA,2,-,-,-,-,-,-,-,2
520547 CHAPADAO DO CEU,-,2,-,-,-,1,-,-,3
520549 CIDADE OCIDENTAL,-,1,2,-,-,-,-,1,4
520551 COCALZINHO DE GOIAS,-,1,-,-,-,-,-,-,1
520552 COLINAS DO SUL,-,1,1,-,-,-,-,-,2
520580 CORUMBA DE GOIAS,-,2,-,-,-,-,-,1,3
520590 CORUMBAIBA,-,-,-,1,-,1,-,-,2
520620 CRISTALINA,1,6,6,8,9,5,1,3,39
520630 CRISTIANOPOLIS,-,-,-,1,-,-,-,-,1
520640 CRIXAS,-,-,1,3,2,1,1,-,8
520670 DAMIANOPOLIS,1,1,1,3,1,-,1,1,9
520710 DIORAMA,-,1,-,-,-,-,-,-,1
520725 DOVERLANDIA,-,-,-,-,-,-,1,-,1
520740 EDEIA,-,3,-,-,-,-,-,1,4
520760 FAZENDA NOVA,-,-,1,-,-,-,-,-,1
520780 FIRMINOPOLIS,-,1,-,1,-,-,-,1,3
520790 FLORES DE GOIAS,-,1,1,-,-,-,-,-,2
520800 FORMOSA,2,37,21,46,13,24,5,4,152
520810 FORMOSO,-,-,1,-,-,-,-,-,1
520830 DIVINOPOLIS DE GOIAS,-,-,-,-,-,-,-,1,1
520860 GOIANESIA,4,12,16,16,9,6,3,4,70
520870 GOIANIA,299,828,524,869,325,281,59,140,3.325
520880 GOIANIRA,-,1,1,-,1,3,-,1,7
520890 GOIAS,-,-,-,4,3,3,1,-,11
520910 GOIATUBA,6,13,7,16,7,1,1,3,54
520970 HIDROLANDIA,-,-,1,-,-,-,-,1,2
520990 IACIARA,-,3,-,1,2,-,-,-,6
520993 INACIOLANDIA,-,-,-,-,-,-,-,1,1
520995 INDIARA,-,-,-,1,1,-,-,1,3
521000 INHUMAS,11,5,3,8,6,4,1,2,40
521010 IPAMERI,8,1,7,5,1,1,-,1,24
521020 IPORA,5,3,6,11,4,5,-,2,36
